incidentnum,incidentname,lat,long,state,area_km2,cause,sdoy,sday,smonth,syear,edoy,eday,emonth,eyear,report_length,costs,fatalities,home.destroyed,home.threat,max.aerial,tot.aerial,max.pers,tot.pers,max.agency.support
MT-FBA-020,DOUBLE UP,48.983333,-108.516667,MT,8.09372,Human,90,31,3,2001,93,31,4,2001,3,0,0,0,0,0,0,33,61,3
MT-FBA-070,LIGHTNING,48.066667,-108.433333,MT,1.416401,Lightning,209,28,7,2001,211,30,7,2001,2,0,0,0,0,0,0,12,24,1
MT-FNF-0077,EAR,48.195278,-113.385833,MT,2.5090532,Lightning,230,18,8,2001,252,31,9,2001,22,425e4,0,0,0,0,0,420,4093,7
MT-FNF-047,CANNON FIRE USE,47.718611,-113.516667,MT,7.26006684,Lightning,215,3,8,2001,334,30,11,2001,119,2e4,0,0,0,0,0,2,7,1
MT-FNF-051,Bergsicker WFU Complex,48.145278,-113.585833,MT,35.00129214,Lightning,214,2,8,2001,334,30,11,2001,120,14e4,0,0,0,0,0,16,184,2
MT-FNF-061,Moose,48.583333,-114.35,MT,287.32706,Lightning,226,14,8,2001,333,31,11,2001,107,1946e4,0,0,147,0,0,1129,30735,9
MT-FNF-069,LONG FIRE USE,48.145278,-113.520556,MT,0.8498406,Lightning,230,18,8,2001,250,27,9,2001,20,0,0,0,0,0,0,2,2,1
MT-FNF-070,TOBOGGAN FIRE USE,48.301389,-114.493889,MT,0.4451546,Lightning,230,18,8,2001,250,28,9,2001,20,0,0,0,0,0,0,2,4,1
MT-FPA-117,North Stentoft,48.666667,-105.25,MT,3.5612368,Human,248,5,9,2001,251,8,9,2001,3,0,0,0,1,0,0,27,27,2
MT-GNF-01-037,Monitor Creek,45.201667,-110.597222,MT,1.6996812,Lightning,218,6,8,2001,289,23,10,2001,71,13e6,0,0,0,0,0,131,997,7
MT-GNF-01-048,Fridley,45.458333,-110.863056,MT,108.455848,Lightning,231,19,8,2001,284,31,10,2001,53,125e5,0,0,270,0,0,1307,27348,9
MT-GNF-01-070,PURDY CREEK,45.470278,-111.196111,MT,20.2343,Lightning,269,26,9,2001,284,30,10,2001,15,5e6,0,0,60,0,0,1156,10336,9
MT-GNF-01032,Hoppe Complex,45.183333,-110.85,MT,3.5410025,Lightning,214,2,8,2001,226,14,8,2001,12,165e4,0,0,1,0,0,417,2547,8
MT-GNF-01040,Monument,45.183056,-110.176944,MT,10.3599616,Lightning,223,11,8,2001,289,31,10,2001,66,51e4,0,0,0,0,0,81,832,3
MT-GNF-01053,Little Joe,45.066944,-110.839722,MT,3.4802996,Human,237,25,8,2001,251,31,9,2001,14,42e5,0,0,2,0,0,604,4541,8
MT-KNF-052,LIBBY CREEK,48.200833,-115.485,MT,0.6474976,Human,190,9,7,2001,201,20,7,2001,11,9e5,0,0,0,0,0,267,1501,4
MT-LCF-024,Lost Fork/Monarch,46.753889,-110.581111,MT,18.2715729,Human,246,3,9,2001,289,16,10,2001,43,14e6,1,0,60,0,0,418,1458,7
MT-LCF-033,Biggs Flat Fire,47.75,-112.9,MT,34.39831,Lightning,270,27,9,2001,287,14,10,2001,17,1154e3,0,0,0,0,0,141,1710,6
MT-LED-070,KILL WOMAN,47.7,-107.583333,MT,2.02343,Lightning,212,31,7,2001,212,31,7,2001,0,0,0,0,0,0,0,56,66,4
MT-LED-071,CASTLE,47.8,-107.4,MT,11.56592588,Lightning,209,28,7,2001,213,31,8,2001,4,4e5,0,0,0,0,0,197,626,6
MT-LED-112,LoGGING,46.916667,-109.55,MT,1.416401,Human,232,20,8,2001,234,22,8,2001,2,0,0,0,0,0,0,48,104,2
MT-LNF-128,BIRK,47.235556,-113.301944,MT,39.254542,Lightning,256,13,9,2001,325,21,11,2001,69,1548e3,0,0,0,0,0,274,1338,6
MT-LNF-145,CABIN CREEK,47.238611,-112.95,MT,8.8221548,Human,269,26,9,2001,330,30,11,2001,61,225e3,0,0,0,0,0,62,329,4
MT-LNF-504,WILSON,47.333333,-114.75,MT,0.6474976,Human,144,24,5,2001,149,29,5,2001,5,5e5,0,0,0,0,0,220,710,5
MT-MCD-021,TWIN COULEE,46.703333,-109.166111,MT,11.735894,Lightning,134,14,5,2001,141,21,5,2001,7,65e4,0,0,6,0,0,400,1694,7
MT-MCD-052,PRONG,45.262222,-105.844444,MT,0.5867947,Lightning,175,24,6,2001,179,28,6,2001,4,0,0,0,0,0,0,53,115,4
MT-MCD-137,NORTH SAWMILL,47.55,-107.45,MT,5.1395122,Lightning,235,23,8,2001,241,29,8,2001,6,377e3,0,0,3,0,0,160,323,7
MT-MCD-154,Stormy Butte,45.646944,-104.139167,MT,0.4856232,Lightning,248,5,9,2001,251,8,9,2001,3,0,0,0,0,0,0,73,81,5
MT-MCD-161,MCKENZIE,45.716389,-103.536111,MT,7.284348,Unk,271,28,9,2001,274,30,10,2001,3,0,0,0,4,0,0,96,338,6
MT-NCA-106,SMALL,45.416667,-106.991667,MT,3.01895756,Lightning,212,31,7,2001,216,31,8,2001,4,5e5,0,0,3,0,0,338,1026,5
MT-NWS-032,SMOKE CREEK,48.118333,-115.317778,MT,0.404686,Lightning,152,1,6,2001,155,4,6,2001,3,135e3,0,0,0,0,0,113,281,2
MT-NWS-102,WERNER PEAK,48.551111,-114.418611,MT,14.7305704,Lightning,226,14,8,2001,240,28,8,2001,14,35e5,0,0,1,0,0,909,7227,8
MT-NWS-130,BARNUM CREEK,48.1025,-115.019167,MT,1.416401,Unk,241,29,8,2001,255,31,9,2001,14,17e5,0,0,0,0,0,353,3600,6
MT-SOS-890004,Flat Tire Fire,45.735278,-109.795,MT,2.02343,Human,246,3,9,2001,247,4,9,2001,1,5e4,0,0,0,0,0,43,86,2
MT-SOS-89001,SVENSON,45.791389,-109.471667,MT,6.43046054,Human,125,5,5,2001,131,11,5,2001,6,1e5,0,0,2,0,0,38,86,3
MT-SOS-89002,Weigen,45.917778,-109.745,MT,3.50862762,Lightning,216,4,8,2001,220,8,8,2001,4,1e5,0,0,0,0,0,38,38,2
MT-SWS-091,LOWER FAWN CREEK COMPLEX,47.242778,-113.587222,MT,0.8700749,Lightning,229,17,8,2001,239,27,8,2001,10,13e5,0,0,7,0,0,335,2256,9
MTNCA139,Spistols,45.547222,-106.466667,MT,0.809372,Human,245,2,9,2001,251,8,9,2001,6,9e4,0,0,0,0,0,85,323,2
MTSOS 89002,Weigen,45.917778,-109.745,MT,6.07029,Lightning,216,4,8,2001,220,8,8,2001,4,1e5,0,0,5,0,0,60,210,3
ND-DPF-19101,ELKHORN,47.25,-103.625,ND,1.618744,Human,243,31,8,2001,246,31,9,2001,3,18e4,0,0,1,0,0,103,337,6
NM-GNF-197,DUNN,33.033333,-107.717222,NM,0.607029,Lightning,261,18,9,2001,284,11,10,2001,23,950,0,0,0,0,0,2,4,1
NM-GNF-199,Cease,33.551111,-107.834444,NM,0.77699712,Lightning,259,16,9,2001,299,26,10,2001,40,500,0,0,0,0,0,1,3,1
NV-LVD-046,Virgin River,36.766667,-114.133333,NV,0.7284348,Human,259,16,9,2001,259,16,9,2001,0,0,0,0,0,0,0,76,76,3
OR-SIF-057,CRAGGIE FIRE,42.35,-123.95,OR,1.1128865,Lightning,257,14,9,2001,274,30,10,2001,17,275e4,0,0,0,0,0,393,2277,9
OR-UPF-114,CALF FIRE,43.251944,-122.6275,OR,0.9105435,Lightning,261,18,9,2001,261,18,9,2001,0,18e5,0,0,0,0,0,536,1291,6
OR-WWF-271,Boulevard,45.116667,-118.249444,OR,0.607029,Human,243,31,8,2001,249,31,9,2001,6,16e5,0,0,0,0,0,455,1449,7
SLC-167,WHITE ROCK,40.331667,-112.81,UT,3.237488,Lightning,174,23,6,2001,174,23,6,2001,0,6e3,0,0,0,0,0,23,23,1
SNYDER CANYON,14620-9261-1071,42.683333,-119.566667,OR,10.11715,Human,290,17,10,2001,290,17,10,2001,0,15e4,0,0,0,0,0,0,0,0
TN-CNF-012,North-End Complex,0,0,TN,10.5825389,Human,314,10,11,2001,324,20,11,2001,10,1297313,0,0,0,0,0,229,687,4
TN-TNS-004,"DISTRICT 2, RIDGECREST",35.816667,-83.635833,TN,4.9776378,Human,317,13,11,2001,325,21,11,2001,8,1634362,0,4,125,1,11,352,4232,8
UT-CCD-W265,Jackson Wash,38.091111,-113.733056,UT,1.26666718,Human,203,22,7,2001,206,25,7,2001,3,1e5,0,0,0,0,0,128,271,5
UT-CCD-W283,Lydia Canyon,37.397222,-112.65,UT,0.48967006,Lightning,217,5,8,2001,220,8,8,2001,3,75e3,0,0,0,0,0,95,206,4
UT-FIF-44212,Quarry,39.533333,-112.166667,UT,2.428116,Lightning,234,22,8,2001,234,22,8,2001,0,19957,0,0,0,0,0,23,69,3
UT-NWS-155,Box Elder,0,0,UT,1.214058,Lightning,174,23,6,2001,174,23,6,2001,0,4e3,0,0,0,0,0,27,27,2
UT-NWS-18045,MM 12 SR68,45.05,-111.866667,UT,2.63248243,Lightning,183,2,7,2001,183,2,7,2001,0,0,0,0,0,0,0,24,24,3
UT-NWS-241,HARRISON,40.5,-112.3,UT,3.439831,Lightning,185,4,7,2001,189,8,7,2001,4,8e4,0,0,2,0,0,119,275,7
UT-NWS-258,ANTELOPE 4,40.966667,-112.2,UT,20.2343,Lightning,186,5,7,2001,189,8,7,2001,3,15e4,0,0,2,0,0,165,254,4
UT-NWS-337,FORT RANCH,41.536944,-112.500833,UT,194.24928,Lightning,195,14,7,2001,203,22,7,2001,8,25e4,0,0,6,0,0,194,825,6
UT-NWS-343,THIOKOL,41.666667,-112.416667,UT,12.14058,Lightning,195,14,7,2001,197,16,7,2001,2,75e3,0,0,2,0,0,11,21,3
UT-NWS-359,SANDY,41.783333,-112.583333,UT,5.18807452,Lightning,195,14,7,2001,202,21,7,2001,7,9200,0,0,0,0,0,28,71,5
UT-NWS-385,BEEF HOLLOW,40.45,-111.866667,UT,48.56232,Lightning,197,16,7,2001,200,19,7,2001,3,525e3,0,0,200,0,0,205,511,6
UT-NWS-839,Rush Lake,40.4125,-112.448333,UT,2.832802,Lightning,271,28,9,2001,272,29,9,2001,1,0,0,0,0,0,0,2,2,1
UT-NWS-859,Parley's Fire,40.744167,-111.651389,UT,0.4856232,Human,277,4,10,2001,279,6,10,2001,2,7e4,0,0,500,0,0,140,264,5
UT-NWS-862,Hansen Creek,41.533333,-112,UT,1.214058,Human,278,5,10,2001,280,7,10,2001,2,6e4,0,0,20,0,0,70,121,4
UT-RID-9895,KEG MOUNTAIN,39.794722,-112.915833,UT,15.00980374,Lightning,197,16,7,2001,210,29,7,2001,13,27e4,0,0,0,0,0,121,210,4
UT-RID-Q346,Meadow 2,38.951944,-112.348056,UT,2.10841406,Lightning,199,18,7,2001,204,23,7,2001,5,25e4,0,0,1,0,0,60,176,3
UT-RID-Q371,BUTCH,39.676389,-112.43,UT,4.04686,Lightning,219,7,8,2001,222,10,8,2001,3,4e4,0,0,0,0,0,26,92,3
UT-RID-R468,Beef,39.566667,-112.383333,UT,2.225773,Lightning,187,6,7,2001,191,10,7,2001,4,0,0,0,0,0,0,40,85,2
UT-RID-R498,BLACK MOUNTAIN,39.643056,-112.3175,UT,3.237488,Lightning,196,15,7,2001,196,15,7,2001,0,3e4,0,0,0,0,0,58,58,3
UT-RID-S411,Tooter,39.588611,-112.298611,UT,1.416401,Lightning,231,19,8,2001,233,21,8,2001,2,0,0,0,0,0,0,3,6,1
UT-RID-S448,SUBSTATION,39.305833,-112.338889,UT,4.04686,Lightning,241,29,8,2001,245,31,9,2001,4,879593,0,0,0,0,0,312,917,6
UT-RID-S449,Rockwell,39.726944,-112.454722,UT,7.8509084,Lightning,241,29,8,2001,245,31,9,2001,4,21152,0,0,0,0,0,9,16,3
UT-SCS-098,WARM SPRING,39.937222,-111.819444,UT,6.07029,Lightning,202,21,7,2001,207,26,7,2001,5,68e3,0,0,40,0,0,51,67,4
UT-SCS-184,BIRCH,39.777222,-111.791389,UT,11.41619206,Human,270,27,9,2001,320,30,11,2001,50,965825,0,0,5,0,0,360,1868,7
UT-SCS-44,MP111,39.603333,-112.317222,UT,2.02343,Human,184,3,7,2001,184,3,7,2001,0,0,0,0,0,0,0,83,83,3
UT-SLD-090,TIMPIE,40.701389,-112.639722,UT,16.996812,Human,159,8,6,2001,162,11,6,2001,3,0,0,0,2,0,0,117,234,3
UT-SLD-096,8 MILE,40.446389,-112.943611,UT,8.36081276,Lightning,160,9,6,2001,162,11,6,2001,2,9e4,0,0,0,0,0,8,8,1
UT-SLD-098,SALT MOUNTAIN,40.566667,-112.716667,UT,3.06751988,Lightning,159,8,6,2001,162,11,6,2001,3,12e3,0,0,0,0,0,33,34,3
UT-SLD-326,Wildcat Hills,41.818333,-112.849722,UT,7.06581756,Unk,193,12,7,2001,194,13,7,2001,1,0,0,0,0,0,0,5,5,1
UT-SLD-335,MONARCH,41,-112.866667,UT,5.03024698,Lightning,195,14,7,2001,202,21,7,2001,7,0,0,0,0,0,0,30,32,3
UT-SLD-347,LITTLE FIELD,41.85,-112.816667,UT,20.2343,Lightning,195,14,7,2001,197,16,7,2001,2,29e3,0,0,0,0,0,41,73,5
UT-SLD-352,MAGNUM,40.9,-112.8,UT,3.77572038,Lightning,195,14,7,2001,197,16,7,2001,2,0,0,0,0,0,0,69,88,3
UT-SLD-472,MAG CORP,40.933333,-112.816667,UT,6.87156828,Lightning,215,3,8,2001,217,5,8,2001,2,35e3,0,0,0,0,0,78,154,3
UT-SLD-529,Antelope Canyon,40.384167,-112.676389,UT,0.44110774,Lightning,221,9,8,2001,224,12,8,2001,3,6e4,0,0,0,0,0,104,318,4
UT-SLD-672,Terra Ranch,40.316667,-112.633333,UT,2.02343,Human,237,25,8,2001,238,26,8,2001,1,3e4,0,0,5,0,0,12,24,2
UT-SLD-702,BLACK MTN,40.842222,-112.792222,UT,1.3961667,Human,241,29,8,2001,242,30,8,2001,1,0,0,0,0,0,0,21,27,3
UT-SLD-811,Keigly West Mtn,40.019722,-111.81,UT,1.618744,Human,262,19,9,2001,263,20,9,2001,1,0,0,0,50,0,0,42,48,4
UT-SLD-Q161,8 MILE,40.446389,-112.943611,UT,8.36081276,Lightning,160,9,6,2001,162,11,6,2001,2,9e4,0,0,0,0,0,8,8,1
UT-UIF-18044,Nebo Creek,39.884722,-111.550833,UT,17.71715308,Lightning,183,2,7,2001,190,9,7,2001,7,463400,0,0,0,0,0,360,1311,6
UT-UIF-18071,Y MOUNTAIN,40.253417,-111.616389,UT,2.1246015,Human,202,21,7,2001,206,25,7,2001,4,712544,0,0,0,0,0,272,934,5
UT-UIF-18126,South  Hollow,40.496667,-111.175,UT,7.284348,Human,229,17,8,2001,245,30,9,2001,16,1e6,0,0,500,0,0,273,1914,7
UT-UIF-18127,Mollie,39.958333,-111.775833,UT,35.555711959999996,Human,230,18,8,2001,246,31,9,2001,16,42e5,0,0,300,0,0,397,3900,9
UT-UTX-18102,RED FIRE,39.99,-111.415278,UT,1.5175725,Human,220,8,8,2001,223,11,8,2001,3,4e5,0,0,0,0,0,75,217,5
UT-ZIP-0016,Supernatural Complex,37.321111,-112.938889,UT,1.0724179,Lightning,186,5,7,2001,230,18,8,2001,44,184e3,0,0,0,0,0,0,0,0
UT-ZIP-0052,Langston Complex,37.432222,-113.122778,UT,2.4685846,Lightning,228,16,8,2001,282,31,10,2001,54,238140,0,0,0,0,0,29,311,4
VA-VAF-01064,ROARING FORK,0,0,VA,0.5665604,Human,338,4,12,2001,340,6,12,2001,2,0,0,0,0,0,0,36,36,1
VA-VAS-0107,HEARD MT.,37.916667,-78.733333,VA,4.451546,Human,323,19,11,2001,327,23,11,2001,4,90800,0,0,2,0,0,120,477,6
VA-VAS-0108,HICKORY RUN,38.516667,-78.583333,VA,0,Human,323,19,11,2001,340,6,12,2001,17,0,0,1,0,2,2,103,103,5
WA-COF-083,Mt Leona Complex,48.791667,-118.5,WA,24.86390784,Lightning,225,13,8,2001,246,3,9,2001,21,13574866,0,0,0,0,0,294,781,5
WA-COF-092,SLEEPY COMPLEX,48.5,-118.483333,WA,5.7060726,Lightning,225,13,8,2001,242,30,8,2001,17,3e6,0,0,0,0,0,496,7094,8
WA-GPF-090,SALT CREEK COMPLEX,46.16,-121.55,WA,1.91011792,Lightning,258,15,9,2001,266,23,9,2001,8,1887e3,0,0,0,0,0,449,2208,8
WA-GPF-097,SALT CREEK COMPLEX,46.16,-121.55,WA,1.9020242,Lightning,258,15,9,2001,261,18,9,2001,3,34e4,0,0,0,0,0,336,336,8
WA-OKF-126,BOUNDARY FIRE,48.995833,-120.395833,WA,1.4568696,Lightning,259,16,9,2001,271,28,9,2001,12,231e4,0,0,0,0,0,366,2287,9
WA-SES-313,North Coppei,46.190278,-118.067778,WA,20.2343,Human,261,18,9,2001,265,22,9,2001,4,15e5,0,0,10,0,0,554,1957,5
WA-WEF-535,REX CREEK COMPLEX,47.989444,-120.271667,WA,219.73640428,Lightning,224,12,8,2001,271,28,9,2001,47,15e6,0,1,0,0,0,339,4258,9
WA-WEF-709,Tommy Creek,47.867778,-120.419722,WA,2.61427156,Lightning,259,16,9,2001,271,28,9,2001,12,45e5,0,0,18,0,0,633,4657,7
WA-YAA-077,High Bridge,46.100556,-120.550278,WA,7.46240984,Lightning,243,31,8,2001,245,2,9,2001,2,2e5,0,0,0,0,0,41,41,3
WY-BTF--103,IRON CREEK,42.718056,-109.273333,WY,1.618744,Lightning,238,26,8,2001,249,6,9,2001,11,3e5,0,0,0,0,0,76,387,6
WY-BTF-026,FISHERMAN COMPLEX,42.998056,-110.057222,WY,1.79680584,Lightning,185,4,7,2001,195,14,7,2001,10,760930,0,0,50,0,0,476,989,8
WY-BTF-029,Greys River Complex,43,-110.783333,WY,0.94291838,Lightning,185,4,7,2001,194,13,7,2001,9,955923,0,0,0,0,0,325,1440,7
WY-BTF-056,Green Knoll,43.411667,-110.936944,WY,18.0894642,Human,200,19,7,2001,222,31,8,2001,22,1375e4,0,0,210,0,0,1369,13143,8
WY-BTF-080,FALCON,44.109444,-110.173611,WY,16.21576802,Lightning,218,6,8,2001,317,31,11,2001,99,5e4,0,0,0,0,0,10,84,2
WY-BTF-081,Bieyer,43.605556,-110.541111,WY,0.1416401,Lightning,218,6,8,2001,223,11,8,2001,5,325e3,0,0,0,0,0,112,383,4
WY-BTF-093,BOULDER,42.873056,-109.615278,WY,1.90607106,Human,231,19,8,2001,233,21,8,2001,2,1e5,0,0,0,0,0,24,69,1
WY-BTF-107,CLEAR CREEK,43.295833,-109.82,WY,0.8700749,Human,245,2,9,2001,249,6,9,2001,4,152e3,0,0,1,0,0,76,207,1
WY-YNP-F113,ARTHUR,44.45,-110.116667,WY,11.331208,Lightning,210,29,7,2001,253,31,9,2001,43,7e6,0,0,70,0,0,833,14734,8
WY-YNP-F123,Sulphur,44.641667,-110.4325,WY,17.2800922,Lightning,227,15,8,2001,281,31,10,2001,54,134500,0,0,0,0,0,24,167,4
02-42311040X,Tejon,34.635,-105.235556,NM,30.03,Lightning,176,25,6,2002,180,29,6,2002,4,6e3,0,0,0,0,0,9,24,1
02-949,Lytle,38.593611,-104.825,CO,10.85367852,Human,158,7,6,2002,161,10,6,2002,3,6e4,0,0,0,0,0,70,131,3
03-20250235X,GOAT,36.285833,-104.968889,NM,2.41,Lightning,241,29,8,2002,250,7,9,2002,9,235e3,0,0,0,0,0,24,110,3
199,Lone Palm Fire,25.85,-80.566667,FL,17,Lightning,215,3,8,2002,218,6,8,2002,3,0,0,0,0,0,0,0,0,0
2002-10,Oct1YTD,0,0,AL,0,Human,213,1,8,2002,274,1,10,2002,61,0,7,4,52,0,0,0,0,0
2130899,Big Gully,33.558333,-81.791667,SC,1.011715,Human,254,11,9,2002,257,14,9,2002,3,0,0,0,20,0,0,21,42,1
22,comptan,36.125,-93.345833,AR,1.5175725,Unk,59,28,2,2002,72,13,3,2002,13,0,0,0,0,0,0,0,0,0
45,AR-ARS-45,33.163889,-94.0125,AR,0.1416401,Unk,64,5,3,2002,65,6,3,2002,1,0,1,0,0,0,0,15,15,2
612,Steam Plant,30.283333,-85.783333,FL,0.3035145,Lightning,236,24,8,2002,252,28,9,2002,16,0,0,0,0,0,0,0,0,0
711060,TIMBERED ROCK,42.82,-122.72,OR,109.8520147,Lightning,196,15,7,2002,234,31,8,2002,38,1e7,3,0,143,0,0,1245,22196,5
7190-02-0034,LOST,34.935278,-108.070833,NM,1.93439908,Lightning,209,28,7,2002,214,31,8,2002,5,4500,0,0,0,0,0,9,20,2
80,AR-ARS-80,34.416389,-92.379167,AR,0.00404686,Human,60,1,3,2002,65,6,3,2002,5,285e3,0,1,1,0,0,28,28,2
AL-ALF-02012,Cat Fire,32.95,-87.36,AL,1.2545266,Lightning,156,5,6,2002,165,14,6,2002,9,12550,0,0,0,0,0,9,35,1
AL-ALS-0001,YTD mid-june,0,0,AL,0,Human,176,25,6,2002,176,25,6,2002,0,0,0,23,829,0,0,0,0,0
AL-ALS-0002,SUM July,0,0,AL,0,Human,166,15,6,2002,213,1,8,2002,47,0,4,1,13,0,0,0,0,0
AR-AR06-06,SULPHER SPRINGS,0,0,AR,2.02343,Human,46,15,2,2002,58,27,2,2002,12,9e3,0,0,3,0,0,32,32,2
AR-OUF-02045,576 COMPLEX,34.450278,-94.268611,AR,0.61,Human,224,12,8,2002,226,14,8,2002,2,5e3,0,0,0,0,0,19,19,2
AR-OUF-02052,178-1,34.953333,-93.954444,AR,0.37231112,Human,321,17,11,2002,326,22,11,2002,5,2e4,0,0,0,0,0,40,40,1
AR-OUF-057,ALBERT PIKE,34.366667,-93.852222,AR,0.74057538,Human,334,30,11,2002,336,2,12,2002,2,4435,0,0,0,0,0,10,10,2
AR-OZF-02058,OHT FIRE,35.738333,-93.122778,AR,1.17,Human,335,1,12,2002,338,4,12,2002,3,12e3,0,0,0,0,0,8,8,1
AZ CRA 216,Quail Mesa,33.802778000000004,-114.428889,AZ,0.8,Unk,259,16,9,2002,265,22,9,2002,6,0,0,0,0,0,0,33,37,3
AZ-ASD-C190,Mud,36.6325,-113.863056,AZ,6.88,Lightning,152,1,6,2002,160,9,6,2002,8,0,0,0,0,0,0,84,346,5
AZ-ASF-098,Weimer,34.475,-110.831667,AZ,1.2949952,Human,141,21,5,2002,154,29,6,2002,13,15e4,1,0,0,0,0,141,305,4
AZ-ASF-264,Cat,33.765833,-109.111667,AZ,3.8242827,Lightning,261,18,9,2002,295,30,10,2002,34,3e4,0,0,1,0,0,14,107,1
AZ-AZS-02-0086,mustang,31.708611,-110.427778,AZ,13.52,Unk,54,23,2,2002,60,26,3,2002,6,45e3,0,0,2,0,0,65,70,4
AZ-AZS-02-0087,Gardner,31.733056,-110.671389,AZ,1.0926522,Unk,54,23,2,2002,56,25,2,2002,2,15e3,0,0,18,0,0,4,4,1
AZ-AZS-02-0217,Cheney,0,0,AZ,2.428116,Lightning,87,28,3,2002,88,29,3,2002,1,3500,0,0,0,0,0,0,0,0
AZ-AZS-02-0252,little black hills,32.578333,-110.525833,AZ,0.65,Lightning,97,7,4,2002,105,15,4,2002,8,13e4,0,0,4,0,0,91,305,3
AZ-AZS-02-0349,LITTLE FIRE,34.105556,-109.348333,AZ,40.47,Human,124,4,5,2002,126,6,5,2002,2,85e3,0,0,20,0,0,101,101,3
AZ-AZS-02-0480,witch,31.839167,-109.465278,AZ,6.474976,Human,150,30,5,2002,153,31,6,2002,3,6e4,0,0,0,0,0,116,237,3
AZ-AZS-02-0501,MARTIN,34.513333,-112.839722,AZ,0.71,Unk,154,3,6,2002,157,6,6,2002,3,8e4,0,0,0,0,0,91,114,5
AZ-AZS-02-0520,clay hill,34.416667,-112.615833,AZ,0.41277972,Human,158,7,6,2002,159,8,6,2002,1,8e4,0,0,100,0,0,26,26,1
AZ-AZS-02-0567,West Dome,31.693889,-110.461389,AZ,3.7635798,Unk,165,14,6,2002,170,19,6,2002,5,8e4,0,0,3,0,0,120,353,3
AZ-AZS-02-0635,SULPHER,31.851667,-109.111667,AZ,0.60298214000000006,Lightning,179,28,6,2002,181,30,6,2002,2,2e4,0,0,0,0,0,79,85,3
AZ-AZS-02-0768,SIXTY SIX,32.780556,-110.423611,AZ,0.71,Lightning,194,13,7,2002,197,16,7,2002,3,6e3,0,0,0,0,0,48,48,3
AZ-AZS-02-0940,s.p.,31.921111,-111.207222,AZ,5.75,Lightning,241,29,8,2002,250,31,9,2002,9,5e4,1,0,4,0,0,79,199,2
AZ-BAR-2519,Center,31.769444,-111.587222,AZ,4.52034262,Unk,110,20,4,2002,119,29,4,2002,9,1305e3,0,0,4,0,0,268,714,7
AZ-BAR-2625,CITY HALL,31.776667,-111.563333,AZ,21.45,Unk,134,14,5,2002,135,15,5,2002,1,0,0,0,0,0,0,22,35,2
AZ-CBR-0147,HIPPY,33.353889,-114.696389,AZ,1.72,Human,174,23,6,2002,197,30,7,2002,23,0,2,0,0,0,0,36,84,3
AZ-CNF-030,OVERSITE,31.401667,-110.315,AZ,8.86,Human,60,1,3,2002,76,17,3,2002,16,12e5,2,0,4,0,0,332,2456,9
AZ-CNF-079,REILEY PEAK,32.404444,-110.122778,AZ,0.78,Lightning,96,6,4,2002,139,19,5,2002,43,19e4,0,0,0,0,0,42,165,3
AZ-CNF-098,Merritt,31.430556,-110.436111,AZ,11.54164472,Human,109,19,4,2002,117,27,4,2002,8,146e4,3,1,0,0,0,437,1859,7
AZ-CNF-114,RYAN,31.518333,-110.588056,AZ,153.78068,Unk,119,29,4,2002,127,30,5,2002,8,1842460,0,0,100,0,0,516,1368,8
AZ-CNF-141,GARDNER 2,31.731389,-110.721111,AZ,2.19,Unk,133,13,5,2002,135,15,5,2002,2,0,0,0,4,0,0,167,421,3
AZ-CNF-164,BULLOCK,32.383889,-110.619167,AZ,123.68418218,Unk,141,21,5,2002,165,31,6,2002,24,14356351,2,2,700,0,0,1218,15618,9
AZ-CNF-198,WALKER,31.340556,-111.105,AZ,66.24305134,Human,163,12,6,2002,177,26,6,2002,14,12e5,8,0,60,0,0,498,1809,8
AZ-CNF-223,Community,31.355278,-111.186667,AZ,3.4600653,Human,174,23,6,2002,177,26,6,2002,3,75e3,0,0,40,0,0,96,192,3
AZ-CNF-234,DARNELL,31.823333,-109.145278,AZ,24.05,Lightning,179,28,6,2002,205,24,7,2002,26,8e5,1,0,35,0,0,413,1480,6
AZ-CNF-265,Oracle Hill,32.583056,-110.771944,AZ,9.84196352,Lightning,193,12,7,2002,199,18,7,2002,6,13e5,0,0,400,0,0,410,1435,7
AZ-CNF-375,Buckskin,31.823333,-109.313611,AZ,0.43301402,Lightning,244,1,9,2002,256,13,9,2002,12,69e3,0,0,0,0,0,79,91,5
AZ-CNF-401,IDA ll,31.9225,-109.296667,AZ,2.1448358,Lightning,332,28,11,2002,364,30,12,2002,32,4500,0,0,0,0,0,3,10,1
AZ-COF-057,SPRINGER,34.6025,-111.218056,AZ,3.54,Human,134,14,5,2002,145,25,5,2002,11,15e5,1,0,0,0,0,267,1075,6
AZ-COF-063,Tram,34.55,-111.416944,AZ,0.8,Human,139,19,5,2002,156,25,6,2002,17,1276e3,1,0,0,0,0,362,1395,6
AZ-COF-164,Pack Rat Complex,34.428889,-111.310278,AZ,14.0426042,Lightning,227,15,8,2002,262,31,9,2002,35,6e6,1,0,200,0,0,662,6734,8
AZ-FTA-251,Rodeo/Chediski Complex,34.098611,-110.433333,AZ,1899.28042892,Human,169,18,6,2002,197,30,7,2002,28,48737663,5,150,7500,0,0,4447,46982,10
AZ-FTA-259,CHEDISKI,34.136111,-110.725,AZ,491.05,Human,171,20,6,2002,177,26,6,2002,6,2095442,0,75,1000,0,0,788,3568,8
AZ-KNF-174,BIG,36.723333,-112.17,AZ,0.45,Unk,169,18,6,2002,176,25,6,2002,7,617e3,0,0,0,0,0,245,821,6
